"STATION","NAME","DATE","AWND","DAPR","FMTM","MDPR","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5"
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2008-09-26",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2008-09-27",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2008-09-28",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2008-09-29",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2008-09-30",,,,,,"0.40","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2008-10-01",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2008-10-02",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2008-10-03",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2008-10-04",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2008-10-05",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2008-10-06",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2008-10-08",,,,,,"0.20","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2008-10-13",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2008-10-14",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2008-10-15",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2008-10-17",,,,,,"0.40","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2008-10-18",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2008-10-21",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2008-10-23",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2008-10-25",,,,,,"0.70","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2008-10-26",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2008-10-27",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2008-10-28",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2008-11-01",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2008-11-07",,,,,,"0.40","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2008-11-15",,,,,,"0.50","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2008-11-16",,,,,,"0.70","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2008-11-19",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2008-11-20",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2008-11-24",,,,,,"0.80","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2008-11-27",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2008-11-28",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2008-12-05",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2008-12-06",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2008-12-10",,,,,,"1.50","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2008-12-14",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2008-12-15",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2008-12-18",,,,,,"0.20",,,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2008-12-20",,,,,,"0.20",,,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2008-12-21",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2008-12-24",,,,,,"0.60",,,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2008-12-25",,,,,,"1.45",,,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2008-12-26",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2008-12-27",,,,,,"0.04",,,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2008-12-28",,,,,,"0.15",,,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2008-12-29",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2008-12-30",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2008-12-31",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-01-01",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-01-02",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-01-03",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-01-04",,,,,,"0.45",,,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-01-05",,,,,,"0.04",,,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-01-06",,,,,,"0.04",,,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-01-07",,,,,,"0.90",,,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-01-08",,,,,,"0.08",,,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-01-10",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-01-11",,,,,,"0.60",,,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-01-12",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-01-13",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-01-14",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-01-16",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-01-17",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-01-18",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-01-19",,,,,,"0.04",,,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-01-20",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-01-22",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-01-23",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-01-24",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-01-25",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-01-26",,,,,,"0.03",,,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-01-27",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-01-31",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-02-01",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-02-02",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-02-03",,,,,,"0.15","3.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-02-04",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-02-06",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-02-07",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-02-08",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-02-09",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-02-10",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-02-11",,,,,,"0.60",,,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-02-13",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-02-14",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-02-15",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-02-16",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-02-18",,,,,,"0.75",,,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-02-19",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-02-20",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-02-21",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-02-22",,,,,,"0.10","1.0","1.0",,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-02-23",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-02-26",,,,,,"0.20",,,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-02-27",,,,,,"0.60",,,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-02-28",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-03-01",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-03-02",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-03-03",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-03-04",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-03-05",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-03-06",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-03-07",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-03-08",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-03-09",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-03-10",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-03-12",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-03-13",,,,,,"0.12",,,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-03-14",,,,,,"0.14",,,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-03-15",,,,,,"0.40",,,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-03-16",,,,,,"0.04",,,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-03-17",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-03-18",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-03-19",,,,,,"0.04",,,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-03-20",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-03-21",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-03-22",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-03-23",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-03-24",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-03-25",,,,,,"0.25",,,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-03-26",,,,,,"0.55",,,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-03-29",,,,,,"0.04",,,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-03-30",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-04-02",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-04-03",,,,,,"1.00",,,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-04-04",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-04-05",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-04-06",,,,,,"0.32",,,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-04-07",,,,,,"0.24",,,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-04-09",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-04-12",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-04-13",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-04-14",,,,,,"0.52",,,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-04-15",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-04-16",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-04-18",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-04-19",,,,,,"0.28",,,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-04-20",,,,,,"0.80",,,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-04-21",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-04-24",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-04-25",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-04-28",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-04-29",,,,,,"0.04",,,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-04-30",,,,,,"0.12",,,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-05-02",,,,,,"0.20",,,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-05-03",,,,,,"0.04",,,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-05-06",,,,,,"0.47",,,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-05-07",,,,,,"0.84",,,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-05-08",,,,,,"0.88",,,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-05-09",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-05-12",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-05-13",,,,,,"0.16",,,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-05-14",,,,,,"0.28",,,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-05-17",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-05-18",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-05-20",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-05-22",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-05-23",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-05-29",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-05-30",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-05-31",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-06-01",,,,,,"0.00","0.0",,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-06-04",,,,,,"0.60",,,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-06-10",,,,,,"0.90",,,,,,,,,
"US1KYJS0002","NICHOLASVILLE 1.2 SSW, KY US","2009-06-15",,,,,,"1.38",,,,,,,,,
"USC00154369","KEENE 1 WSW, KY US","2000-01-01",,,,,,"0.00","0.0","0.0",,,,,,,
"USC00154369","KEENE 1 WSW, KY US","2000-01-02",,,,,,"0.00","0.0","0.0",,,,,,,
"USC00154369","KEENE 1 WSW, KY US","2000-01-03",,,,,,"1.35","0.0","0.0",,,,,,,
"USC00154369","KEENE 1 WSW, KY US","2000-01-04",,,,,,"0.96","0.0","0.0",,,,,,,
"USC00154369","KEENE 1 WSW, KY US","2000-01-05",,,,,,"0.00","0.0","0.0",,,,,,,
"USC00154369","KEENE 1 WSW, KY US","2000-01-06",,,,,,"0.00","0.0","0.0",,,,,,,
"USC00154369","KEENE 1 WSW, KY US","2000-01-07",,,,,,"0.00","0.0","0.0",,,,,,,
"USC00154369","KEENE 1 WSW, KY US","2000-01-08",,,,,,"0.00","0.0","0.0",,,,,,,
"USC00154369","KEENE 1 WSW, KY US","2000-01-09",,,,,,"0.09","0.0","0.0",,,,,,,
"USC00154369","KEENE 1 WSW, KY US","2000-01-10",,,,,,"0.03","0.0","0.0",,,,,,,
"USC00154369","KEENE 1 WSW, KY US","2000-01-11",,,,,,"0.00","0.0","0.0",,,,,,,
"USC00154369","KEENE 1 WSW, KY US","2000-01-12",,,,,,"0.00","0.0","0.0",,,,,,,
"USC00154369","KEENE 1 WSW, KY US","2000-01-13",,,,,,"0.00","0.0","0.0",,,,,,,
"USC00154369","KEENE 1 WSW, KY US","2000-01-14",,,,,,"0.00","0.0","0.0",,,,,,,
"USC00154369","KEENE 1 WSW, KY US","2000-01-15",,,,,,"0.00","0.0","0.0",,,,,,,
"USC00154369","KEENE 1 WSW, KY US","2000-01-16",,,,,,"0.00","0.0","0.0",,,,,,,
"USC00154369","KEENE 1 WSW, KY US","2000-01-17",,,,,,"0.00","0.0","0.0",,,,,,,
"USC00154369","KEENE 1 WSW, KY US","2000-01-18",,,,,,"0.28","0.5","1.0",,,,,,,
"USC00154369","KEENE 1 WSW, KY US","2000-01-19",,,,,,"0.00","0.0","1.0",,,,,,,
"USC00154369","KEENE 1 WSW, KY US","2000-01-20",,,,,,"0.03","0.5","1.0",,,,,,,
"USC00154369","KEENE 1 WSW, KY US","2000-01-21",,,,,,"0.00","0.0",,,,,,,,
"USC00154369","KEENE 1 WSW, KY US","2000-01-22",,,,,,"0.00","0.0",,,,,,,,
"USC00154369","KEENE 1 WSW, KY US","2000-01-23",,,,,,"0.05","1.0","1.0",,,,,,,
"USC00154369","KEENE 1 WSW, KY US","2000-01-24",,,,,,"0.00","0.0",,,,,,,,
"USC00154369","KEENE 1 WSW, KY US","2000-01-25",,,,,,"0.00","0.0",,,,,,,,
"USC00154369","KEENE 1 WSW, KY US","2000-01-26",,,,,,"0.03","0.5","1.0",,,,,,,
"USC00154369","KEENE 1 WSW, KY US","2000-01-27",,,,,,"0.00","0.0","0.0",,,,,,,
"USC00154369","KEENE 1 WSW, KY US","2000-01-28",,,,,,"0.00","0.0","0.0",,,,,,,
"USC00154369","KEENE 1 WSW, KY US","2000-01-29",,,,,,"0.00","0.0","0.0",,,,,,,
"USC00154369","KEENE 1 WSW, KY US","2000-01-30",,,,,,"0.68","1.0","1.0",,,,,,,
"USC00154369","KEENE 1 WSW, KY US","2000-01-31",,,,,,"0.03","0.5",,,,,,,,
"USC00154369","KEENE 1 WSW, KY US","2000-02-01",,,,,,"0.00","0.0","2.0",,,,,,,
"USC00154369","KEENE 1 WSW, KY US","2000-02-02",,,,,,"0.00","0.0","1.0",,,,,,,
"USC00154369","KEENE 1 WSW, KY US","2000-02-03",,,,,,"0.00","0.0","1.0",,,,,,,
"USC00154369","KEENE 1 WSW, KY US","2000-02-04",,,,,,"0.00","0.0",,,,,,,,
"USC00154369","KEENE 1 WSW, KY US","2000-02-05",,,,,,"0.00","0.0",,,,,,,,
"USC00154369","KEENE 1 WSW, KY US","2000-02-06",,,,,,"0.00","0.0","0.0",,,,,,,
"USC00154369","KEENE 1 WSW, KY US","2000-02-07",,,,,,"0.00","0.0","0.0",,,,,,,
"USC00154369","KEENE 1 WSW, KY US","2000-02-08",,,,,,"0.00","0.0","0.0",,,,,,,
"USC00154369","KEENE 1 WSW, KY US","2000-02-09",,,,,,"0.00","0.0","0.0",,,,,,,
